Building, Road, Heading, Indoors
47.36949 8.54445, 47.36952 8.54454, 251.56505117572095, 0
47.36923 8.54423, 47.36912 8.54403, 421.18920625731994, 0
47.36927 8.54434, 47.36945 8.54414, 491.9872124959291, 0
47.36937 8.54455, 47.3694 8.54464, 251.56505117979205, 0
47.36906 8.54461, 47.369 8.54468, 310.60129464428604, 0
47.36916 8.54477, 47.3691 8.54485, 306.8698976446227, 0
47.36862 8.54487, 47.36867 8.54483, 501.3401917466546, 0
47.36864 8.54492, 47.36869 8.54487, 495.0000000010178, 0
47.36867 8.54497, 47.36871 8.54493, 495.0, 0
47.36869 8.54505, 47.36874 8.545, 495.0000000010178, 0
47.36938 8.54422, 47.36945 8.54414, 491.1859251665203, 0
47.36944 8.54434, 47.36951 8.54425, 487.87498365141136, 0
47.36874 8.54516, 47.36879 8.5451, 489.8055710894288, 0
47.36881 8.54524, 47.36884 8.5452, 486.8698976413658, 0
47.36864 8.54534, 47.36857 8.5454, 319.3987053547561, 0
47.36875 8.54532, 47.36881 8.54542, 239.03624346583106, 0
47.36836 8.54502, 47.36833 8.54495, 426.8014094844215, 1
47.36848 8.54486, 47.36846 8.54481, 428.1985905143501, 1
47.36852 8.54493, 47.36844 8.54501, 314.9999999993639, 0
47.36841 8.54514, 47.36847 8.54509, 500.1944289100707, 0
47.36854 8.545, 47.36846 8.54506, 323.1301023557844, 0
47.36857 8.54506, 47.36849 8.54513, 318.81407483284926, 0
47.36859 8.54514, 47.36851 8.54518, 333.43494882190424, 0
47.36938 8.54487, 47.36931 8.54474, 421.69924423376017, 0
47.36968 8.54468, 47.36962 8.54447, 434.0546040977969, 0
47.36981 8.54472, 47.3699 8.54455, 477.8972710308926, 0
47.36986 8.5448, 47.36996 8.54461, 477.7585406001769, 0
47.36951 8.54549, 47.36955 8.54557, 243.43494882393978, 0
47.36969 8.54527, 47.36966 8.54535, 290.5560452169344, 0
47.36993 8.54489, 47.36998 8.54495, 230.19442890656686, 0
47.36952 8.54465, 47.36949 8.54457, 429.4439547790223, 0
47.36952 8.54489, 47.36942 8.54462, 429.6768631697478, 0
47.36913 8.54518, 47.36906 8.54507, 417.52880770867256, 0
47.36939 8.54528, 47.36953 8.54559, 245.69545073492537, 0
47.36928 8.54542, 47.36947 8.54564, 229.18491612573268, 0
47.36945 8.54539, 47.36954 8.54558, 244.65382405800725, 0
47.36803 8.54501, 47.36814 8.54492, 500.7105931372981, 1
47.36814 8.5452, 47.36813 8.54517, 431.56505118318466, 1
47.36835 8.54528, 47.3683 8.54532, 321.3401917466546, 0
47.36839 8.5454, 47.36834 8.54544, 321.34019174392404, 0
47.36831 8.54558, 47.36837 8.54553, 500.1944289067337, 0
47.36835 8.5457, 47.36838 8.5458, 253.30075576469915, 0
47.36846 8.54558, 47.36841 8.54562, 321.3401917466546, 0
47.36862 8.54575, 47.36858 8.54565, 428.1985905143501, 0
47.3687 8.54566, 47.36866 8.54558, 423.4349488239398, 0
47.36875 8.5456, 47.36871 8.54552, 423.4349488239398, 0
47.36807 8.54533, 47.36804 8.54526, 426.8014094844215, 0
47.36792 8.54567, 47.3678 8.54578, 317.4895529206165, 0
47.36819 8.5456, 47.3681 8.54568, 318.36646066328944, 0
47.36821 8.54567, 47.36812 8.54575, 318.36646066328944, 0
47.36825 8.54576, 47.36828 8.54586, 253.3007557684341, 0
47.36867 8.5443, 47.36875 8.54421, 491.63353933544715, 0
47.36828 8.54511, 47.36825 8.54505, 423.4349488263146, 1
47.36782 8.54542, 47.36795 8.54531, 499.7636416905858, 0
47.36802 8.5459, 47.36808 8.54608, 251.56505117775652, 0
47.36846 8.5453, 47.36853 8.54527, 516.8014094874047, 0
47.36851 8.54546, 47.36857 8.54541, 500.1944289067337, 0
47.36855 8.54555, 47.36861 8.5455, 500.1944289067337, 0
47.37005 8.545, 47.37 8.54493, 414.4623222067878, 0
47.37014 8.54526, 47.37026 8.54517, 503.1301023546988, 0
47.37019 8.54534, 47.37029 8.54526, 501.3401917452893, 0
47.37023 8.54547, 47.37034 8.54539, 503.9726266145663, 0
47.37025 8.5456, 47.37038 8.5455, 502.4314079709455, 0
47.37036 8.54586, 47.37047 8.54578, 503.97262661517146, 0
47.37054 8.54636, 47.37064 8.54629, 505.0079798026709, 0
47.37055 8.5466, 47.37059 8.54677, 256.7594800853467, 0
47.36993 8.54526, 47.36991 8.54522, 423.4349488239398, 0
47.36998 8.54535, 47.36991 8.54542, 315.0, 0
47.37 8.54542, 47.36993 8.54548, 319.3987053555942, 0
47.37003 8.54548, 47.36996 8.54554, 319.3987053547561, 0
47.36959 8.54723, 47.36956 8.54715, 429.4439547790223, 0
47.36968 8.54686, 47.36981 8.54679, 511.6992442334334, 0
47.36987 8.54554, 47.36993 8.54548, 494.9999999983037, 0
47.36993 8.54568, 47.36999 8.54562, 495.0000000016963, 0
47.36983 8.54547, 47.36977 8.54553, 314.99999999915184, 0
47.36972 8.54556, 47.36977 8.54552, 501.3401917466546, 0
47.36974 8.54566, 47.3698 8.5456, 494.99999999915184, 0
47.36997 8.54574, 47.37002 8.54569, 494.99999999694666, 0
47.36978 8.54574, 47.36984 8.54569, 500.1944289100707, 0
47.3698 8.5458, 47.36986 8.54575, 500.1944289100707, 0
47.36985 8.54586, 47.36989 8.54582, 495.0, 0
47.36999 8.54584, 47.36992 8.5459, 319.3987053555942, 0
47.36985 8.54595, 47.36992 8.54589, 499.39870535559425, 0
47.36999 8.54593, 47.36995 8.54597, 314.9999999987278, 0
47.36988 8.54602, 47.36995 8.54596, 499.39870535475603, 0
47.37004 8.546, 47.36999 8.54605, 315.0000000010178, 0
47.36991 8.54609, 47.36998 8.54603, 499.39870535559425, 0
47.36993 8.54615, 47.37 8.54609, 499.39870535475603, 0
47.36998 8.54621, 47.37 8.54626, 248.1985905143501, 0
47.36965 8.54552, 47.36963 8.54548, 423.4349488239398, 0
47.36989 8.54561, 47.36983 8.54567, 314.99999999915184, 0
47.36938 8.54561, 47.36947 8.54564, 198.43494882326127, 0
47.36962 8.54579, 47.36953 8.54559, 425.7722546819612, 0
47.36944 8.54576, 47.36947 8.54564, 464.03624346912386, 0
47.36965 8.54585, 47.36983 8.54568, 496.63657704184914, 0
47.3695 8.54586, 47.36947 8.54564, 442.23483398091406, 0
47.36972 8.54598, 47.36989 8.54582, 496.7357045885736, 0
47.36939 8.54617, 47.36947 8.54564, 458.5836214798022, 0
47.36952 8.54616, 47.36947 8.54564, 444.50767544268984, 0
47.36955 8.54626, 47.36984 8.54643, 210.37912601088198, 0
47.36963 8.54632, 47.36983 8.54644, 210.96375653229802, 0
47.3697 8.54633, 47.36984 8.54642, 212.73522627181364, 0
47.36966 8.54649, 47.36981 8.54655, 201.8014094864688, 0
47.36865 8.5459, 47.36856 8.54566, 429.44395478037006, 0
47.36892 8.54544, 47.36887 8.54534, 423.4349488221078, 0
47.36843 8.54689, 47.36834 8.54698, 314.9999999977383, 0
47.36856 8.54714, 47.36849 8.54724, 304.9920201989685, 0
47.36882 8.54743, 47.36877 8.54755, 292.61986494888356, 0
47.36949 8.54755, 47.36955 8.54773, 251.56505117775652, 0
47.36911 8.54766, 47.36905 8.54781, 291.8014094856499, 1
47.36929 8.5472, 47.36946 8.54723, 190.007979801817, 0
47.3696 8.54569, 47.36955 8.54557, 427.38013505141754, 0
47.36875 8.54596, 47.36862 8.54561, 429.62356478631693, 0
47.36861 8.5472, 47.36855 8.54731, 298.6104596651873, 0
47.37746 8.54349, 47.37741 8.54324, 438.69006752558835, 1
47.37753 8.54401, 47.3775 8.54379, 442.23483398097596, 0
47.37868 8.54375, 47.37867 8.5436, 446.1859251644937, 0
47.37844 8.54447, 47.37844 8.54431, 450.0, 0
47.37855 8.54449, 47.37855 8.54431, 450.0, 0
47.37878 8.54449, 47.37878 8.54431, 450.0, 0
47.37891 8.54451, 47.37891 8.54431, 450.0, 0
47.37897 8.54466, 47.37896 8.54431, 448.3634229578686, 0
47.37903 8.54479, 47.37914 8.54496, 237.09475707698726, 0
47.37896 8.54491, 47.37907 8.54507, 235.49147701265557, 0
47.37882 8.54512, 47.37889 8.54529, 247.61986494764898, 1
47.37715 8.54364, 47.37696 8.54366, 353.9909940428401, 0
47.37702 8.54474, 47.37703 8.54488, 265.91438322162674, 0
47.37723 8.54471, 47.37724 8.54486, 266.1859251644937, 0
47.37744 8.54471, 47.37744 8.54484, 270.0, 0
47.37766 8.54467, 47.37767 8.54482, 266.1859251644937, 0
47.37829 8.54472, 47.37823 8.54483, 298.6104596651873, 0
47.37833 8.54488, 47.37826 8.54492, 330.25511870321435, 0
47.37838 8.54506, 47.37831 8.5451, 330.25511870321435, 1
47.3769 8.54509, 47.37689 8.54489, 447.137594775005, 0
47.37711 8.54507, 47.37711 8.54524, 270.0, 0
47.37733 8.54505, 47.37734 8.54522, 266.6335393379038, 0
47.37756 8.54503, 47.37759 8.54517, 257.90524292482485, 1
47.37735 8.54534, 47.37734 8.54521, 445.6012946435676, 0
47.37716 8.5454, 47.37715 8.54524, 446.4236656238938, 0
47.37701 8.54544, 47.37698 8.54528, 439.38034472541955, 0
47.37675 8.54559, 47.37683 8.54531, 465.94539590034674, 0
47.37729 8.54588, 47.37741 8.54627, 252.89727103153444, 0
47.37445 8.54671, 47.37435 8.54645, 428.96248897386994, 0
47.37463 8.54646, 47.37456 8.54628, 428.74949449264847, 0
47.37536 8.54588, 47.37531 8.54572, 432.64597536330405, 0
47.37559 8.54569, 47.37555 8.54556, 432.897271028747, 1
47.37556 8.54657, 47.37568 8.54717, 258.69006752575143, 1
47.37559 8.54614, 47.37544 8.54564, 433.3007557654461, 0
47.37578 8.54582, 47.37567 8.54548, 432.0720802381522, 1
47.37637 8.54531, 47.3763 8.54507, 433.73979529147636, 0
47.37529 8.54622, 47.37517 8.54581, 433.68614757342715, 0
47.37527 8.54681, 47.37543 8.54729, 251.56505117695076, 1
47.37468 8.54726, 47.37476 8.54763, 257.7995312720226, 0
47.37361 8.54957, 47.37358 8.54945, 435.96375653087614, 0
47.37282 8.54973, 47.37301 8.54969, 528.111341960507, 0
47.37309 8.54921, 47.37309 8.54965, 270.0, 0
47.37394 8.54891, 47.37401 8.54923, 257.66091272153153, 0
47.37478 8.54834, 47.37459 8.54773, 432.6994728077583, 0
47.37195 8.54908, 47.3719 8.54921, 291.0375110259989, 1
47.37296 8.54775, 47.37312 8.54764, 505.49147701222364, 1
47.37322 8.54765, 47.37315 8.54771, 319.3987053555942, 1
47.37376 8.54745, 47.37362 8.54709, 428.7494944935353, 1
47.37208 8.54912, 47.37218 8.54897, 483.6900675269193, 1
47.37208 8.54895, 47.37216 8.5489, 507.9946167932888, 1
47.37228 8.54877, 47.37215 8.54885, 328.3924977547121, 1
47.37259 8.54854, 47.37242 8.54827, 417.8042660645169, 1
47.37147 8.54857, 47.37139 8.54876, 292.83365417897124, 1
47.37058 8.54726, 47.37054 8.54703, 440.1341930572891, 0
47.37073 8.54725, 47.37087 8.54734, 212.7352262731364, 0
47.37099 8.54737, 47.37088 8.5473, 392.47119229132744, 0
47.36954 8.54866, 47.36962 8.54849, 475.20112364455247, 0
47.36984 8.54897, 47.36993 8.54913, 240.6422464589906, 0
47.36877 8.54974, 47.36871 8.54966, 413.1301023553773, 047.36901 8.54946, 47.36891 8.54933, 412.4314079703401, 0
47.36942 8.54944, 47.36932 8.54957, 307.5685920280708, 0
47.36873 8.55006, 47.36858 8.54986, 413.13010235448166, 0
47.3688 8.54928, 47.36888 8.54939, 233.97262661621676, 2
47.3684 8.55034, 47.36834 8.55025, 416.3099324750641, 0
47.36738 8.54847, 47.36732 8.54824, 435.37912601190874, 0
47.36754 8.5483, 47.36749 8.54813, 433.61045966534937, 2
47.36767 8.54822, 47.36761 8.54807, 428.19859051458405, 0
47.36778 8.54813, 47.36769 8.54793, 425.77225468215164, 0
47.36787 8.54802, 47.36777 8.54784, 420.9453958999147, 2
47.36753 8.54573, 47.36762 8.54561, 486.8698976457083, 0
47.36809 8.547, 47.3682 8.54689, 494.99999999953735, 0
47.3683 8.54757, 47.36845 8.54733, 482.0053832089602, 0
47.3668 8.54753, 47.36674 8.54743, 419.0362434688245, 0
47.36748 8.54705, 47.36735 8.54679, 423.4349488232352, 0
47.36752 8.5468, 47.36745 8.54667, 421.6992442334334, 0
47.36781 8.5465, 47.36773 8.54634, 423.4349488236853, 0
47.36743 8.5459, 47.36737 8.54596, 314.99999999915184, 0
47.3674 8.54553, 47.36743 8.54539, 462.09475707517515, 0
47.36526 8.54742, 47.36519 8.54721, 431.56505117693257, 0
47.36576 8.54793, 47.36559 8.54833, 293.0254920089968, 1
47.36599 8.5482, 47.36584 8.54855, 293.19859051329723, 0
47.36615 8.54843, 47.366 8.54872, 297.3498757797644, 2
47.36638 8.54673, 47.36689 8.54652, 517.6198649478899, 2
47.36721 8.54672, 47.36728 8.54686, 243.4349488226312, 0
47.36716 8.5465, 47.3671 8.54639, 421.3895403348127, 2
47.36683 8.54618, 47.36689 8.54652, 259.99202019891726, 2
47.36548 8.54795, 47.36539 8.54813, 296.565051177078, 0
47.37498 8.53917, 47.37453 8.53911, 367.5946433685174, 0
47.3759 8.53985, 47.37578 8.53992, 329.7435628366817, 0
47.37644 8.54001, 47.37634 8.53996, 386.56505117626375, 0
47.37567 8.54153, 47.37569 8.5419, 266.9059419412015, 0
47.37646 8.54137, 47.37649 8.5416, 262.56859202998146, 1
47.37534 8.54012, 47.37517 8.5403, 313.3634229590474, 0
47.37435 8.53913, 47.37453 8.53915, 186.34019174566163, 2
47.37374 8.54009, 47.37402 8.54004, 529.8753283447531, 0
47.3739 8.53998, 47.37401 8.53996, 529.6951535315596, 2
47.37386 8.53989, 47.37401 8.53986, 528.6900675255883, 0
47.37381 8.53976, 47.37399 8.53973, 530.5376777923411, 0
47.3738 8.53961, 47.37398 8.53958, 530.5376777923411, 0
47.3738 8.53951, 47.37397 8.53948, 529.992020198183, 0
47.37374 8.53941, 47.37396 8.53937, 529.6951535311118, 0
47.37405 8.53905, 47.37394 8.53907, 349.695153530664, 0
47.37417 8.53988, 47.37401 8.53991, 349.3803447236912, 2
47.37368 8.53925, 47.37363 8.53911, 430.34617594111774, 0
47.37375 8.5392, 47.3737 8.53906, 430.346175941348, 0
47.37342 8.54016, 47.37334 8.54022, 323.1301023557844, 0
47.37341 8.54004, 47.37331 8.54011, 325.0079798019878, 0
47.37337 8.53981, 47.37324 8.53993, 317.2906100421508, 2
47.3733 8.53993, 47.37325 8.53997, 321.3401917466546, 2
47.37327 8.53981, 47.37321 8.53987, 314.9999999983037, 2
47.37344 8.54164, 47.37401 8.54125, 505.6196552760143, 0
47.37351 8.54166, 47.37402 8.54127, 502.594643368547, 2
47.37358 8.54169, 47.37403 8.5413, 499.085616780061, 2
47.37367 8.54171, 47.37403 8.5413, 491.2847108945849, 2
47.37376 8.54173, 47.37405 8.54133, 485.9421118714157, 2
47.37391 8.54169, 47.37407 8.54136, 475.86635679424586, 1
47.37401 8.5414, 47.37405 8.54133, 479.7448812963159, 2
47.37343 8.54065, 47.37338 8.54065, 360, 0
47.37346 8.54057, 47.37338 8.54057, 360, 0
47.37359 8.54047, 47.37338 8.5405, 351.8698976457762, 2
47.37358 8.5406, 47.37338 8.54061, 357.1375947739898, 2
47.37367 8.54056, 47.37338 8.54057, 358.02506598884, 2
47.37333 8.53955, 47.37327 8.53938, 430.5599651704459, 0
47.37325 8.53959, 47.3732 8.53944, 431.5650511764673, 2
47.37298 8.53981, 47.37292 8.53965, 429.44395478104394, 0
47.37291 8.5399, 47.37284 8.53972, 428.7494944924575, 2
47.37286 8.53988, 47.37281 8.53975, 428.9624889740011, 0
47.37273 8.54001, 47.37267 8.53986, 428.19859051458405, 0
47.37266 8.54008, 47.3726 8.53992, 429.4439547788132, 0
47.37259 8.5401, 47.37254 8.53996, 430.346175941348, 0
47.37254 8.54015, 47.37249 8.54001, 430.346175941348, 0
47.37248 8.54021, 47.37241 8.54009, 419.74356283631255, 0
47.37244 8.54031, 47.37235 8.54018, 415.3048464688068, 0
47.37231 8.5409, 47.37221 8.54076, 414.46232220905716, 0
47.37237 8.54064, 47.37224 8.54059, 381.0375110255792, 0
47.37255 8.54057, 47.37227 8.54045, 383.198590514043, 0
47.37237 8.54052, 47.37226 8.54048, 379.98310652212285, 2
47.37225 8.54092, 47.37219 8.54078, 426.8014094871415, 2
47.3722 8.5409, 47.37216 8.54081, 426.0375110262612, 0
47.37305 8.53978, 47.37314 8.5397, 498.36646066328944, 0
47.37229 8.54106, 47.37218 8.54079, 427.83365417806124, 2
47.37231 8.54116, 47.37216 8.54081, 426.8014094865975, 2
47.37235 8.54126, 47.37216 8.54081, 427.1094483440972, 2
47.37246 8.54112, 47.37221 8.54076, 415.22216863418186, 2
47.37234 8.54145, 47.37214 8.54083, 432.1213034041874, 0
47.37248 8.54127, 47.37221 8.54076, 422.10272896902484, 2
47.37245 8.54156, 47.37214 8.54083, 426.991129917271, 2
47.37253 8.54168, 0 0, 0, 3
47.37244 8.54177, 0 0, 0, 3
47.37233 8.54155, 47.3721 8.54085, 431.810954300733, 0
47.37232 8.54171, 47.37186 8.54118, 409.0444855739124, 0
47.37251 8.54178, 0 0, 0, 3
47.37328 8.54159, 0 0, 0, 3
47.37198 8.54173, 47.3718 8.54129, 427.7509763427246, 0
47.37192 8.54155, 47.3718 8.54129, 425.2248594307709, 2
47.37216 8.54154, 47.37185 8.54119, 408.46822925894975, 2
47.37219 8.54139, 47.37191 8.54108, 407.91083782586446, 2
47.37211 8.54121, 47.37194 8.54102, 408.179830120334, 0
47.37199 8.54112, 47.37193 8.54105, 409.39870535571396, 2
47.37216 8.54107, 47.37209 8.54086, 431.56505117678716, 2
47.37205 8.54097, 47.37203 8.54091, 431.5650511775869, 0
47.37164 8.54154, 47.3716 8.54142, 431.5650511775869, 0
47.37163 8.54165, 47.37153 8.54154, 407.7263109932615, 0
47.3717 8.54182, 47.37151 8.54158, 411.632514615649, 0
47.37229 8.54126, 47.37214 8.54083, 430.7693276245792, 2
47.37254 8.53965, 47.37263 8.53989, 249.44395478037006, 2
47.37264 8.53945, 47.37276 8.53978, 250.0168934777038, 2
47.37285 8.53947, 47.37292 8.53966, 249.77514056858368, 2
47.3731 8.5392, 47.37298 8.53931, 317.4895529223064, 2
47.37315 8.53913, 47.37324 8.5394, 251.56505117707798, 2
47.37357 8.53884, 47.37366 8.53909, 250.201123645403, 2
47.37222 8.53968, 47.37214 8.53974, 323.1301023533417, 0
47.3722 8.53962, 47.37212 8.53968, 323.1301023525275, 0
47.37306 8.53929, 47.373 8.53935, 315.0000000016963, 2
47.37284 8.53931, 47.37294 8.53922, 498.01278750508305, 2
47.373 8.53909, 47.37292 8.53916, 318.81407483284926, 2
47.37295 8.53897, 47.37287 8.53903, 323.1301023557844, 2
47.37268 8.53889, 47.37279 8.5388, 500.7105931372981, 0
47.37217 8.53958, 47.3721 8.53963, 324.4623222056875, 2
47.37177 8.54017, 47.37174 8.54011, 423.4349488263146, 0
47.37182 8.54013, 47.37178 8.54007, 416.30993247480313, 2
47.37189 8.54008, 47.37186 8.53998, 433.30075576469915, 0
47.37209 8.53924, 47.37219 8.5393, 210.96375653177418, 0
47.37208 8.53907, 47.37223 8.53915, 208.0724869346908, 0
47.37211 8.53894, 47.37226 8.53901, 205.01689347813715, 0
47.37222 8.5395, 47.37214 8.53943, 401.18592516715074, 0
47.37219 8.53881, 47.37229 8.53885, 201.8014094872292, 0
47.37232 8.5393, 47.3722 8.53924, 386.565051177078, 2
47.37233 8.5392, 47.37223 8.53914, 390.9637565328219, 2
47.37255 8.53921, 47.37224 8.53907, 384.3045492660159, 2
47.37235 8.5391, 47.37225 8.53905, 386.5650511778922, 2
47.37237 8.53903, 47.37226 8.53898, 384.44395478048625, 2
47.37237 8.53895, 47.37228 8.53891, 383.9624889763619, 2
47.37237 8.53885, 47.37229 8.53882, 380.5560452206988, 2
47.37237 8.53876, 47.37237 8.53869, 450.0, 0
47.37247 8.53875, 47.37247 8.53867, 450.0, 2
47.37187 8.54029, 47.37198 8.54031, 190.30484646844036, 0
47.37191 8.54013, 47.37198 8.54008, 504.46232220843825, 0
47.37021 8.5397, 47.37014 8.53978, 311.1859251658898, 0
47.37048 8.54028, 47.37057 8.54022, 506.3099324742812, 0
47.37145 8.5404, 47.37155 8.54038, 528.6900675259798, 0
47.3716 8.54048, 47.37156 8.54051, 323.13010235415595, 2
47.37044 8.54019, 47.37053 8.54012, 502.12501634858864, 0
47.37073 8.54032, 47.37062 8.54038, 331.38954033338655, 0
47.37063 8.54009, 47.37054 8.54015, 326.3099324734983, 2
47.3705 8.54034, 47.37059 8.54028, 506.3099324734983, 2
47.3716 8.54037, 47.37155 8.54038, 348.69006752480544, 2
47.37159 8.54029, 47.37158 8.54025, 435.96375653746173, 0
47.37147 8.54013, 47.37155 8.54027, 240.25511870399725, 2
47.37068 8.54114, 47.37063 8.54109, 404.9999999989822, 0
47.37074 8.54116, 47.37071 8.54127, 285.25511870063076, 2
47.37104 8.54116, 47.37088 8.54136, 308.6598082543383, 0
47.37168 8.54044, 47.37155 8.54044, 360, 2
47.3708 8.54094, 47.37065 8.54094, 360, 2
47.37083 8.54119, 47.3708 8.54132, 282.99461678991526, 1
47.37201 8.54075, 47.37198 8.54075, 360, 2
47.37191 8.54061, 47.37198 8.54061, 180, 2
47.37202 8.54062, 47.37198 8.54062, 360, 2
47.37206 8.54037, 47.37197 8.54037, 360, 0
47.37187 8.54045, 47.37198 8.54044, 534.805571092432, 2
47.37179 8.5406, 47.37171 8.54062, 345.96375653087614, 0
