nbatches,train_loss_classifier,train_loss_box_reg,train_loss_objectness,train_loss_rpn_box_reg,val_loss_classifier,val_loss_box_reg,val_loss_objectness,val_loss_rpn_box_reg'
10100,0.0,0.0,0.6911095559597016,0.016104705855250357,0.0,0.0,0.07601107835769653,0.001690188110806048
10200,0.0,0.0,0.6911081701517106,0.016447007828392087,0.0,0.0,0.07601829171180725,0.0015219828765839338
10300,0.0,0.0,0.6911018800735473,0.016008471173699947,0.0,0.0,0.07601446986198425,0.0018181486707180739
10400,0.0,0.0,0.691117924451828,0.0164029688667506,0.0,0.0,0.07601486682891846,0.0016737312497571112
10500,0.0,0.0,0.6911291354894638,0.016662683109752833,0.0,0.0,0.07601430296897888,0.0016924138367176056
10300,0.0,0.0,0.6911113476753235,0.01642810492310673,0.0,0.0,0.07602181732654571,0.001687599690631032
10400,0.0,0.0,0.6911102372407913,0.016553495002444834,0.0,0.0,0.07602309226989747,0.001519928895868361
10500,0.0,0.0,0.6911128616333008,0.016921407231129705,0.0,0.0,0.07600408136844634,0.001666583102196455
10600,0.0,0.0,0.6911105513572693,0.01678404211066663,0.0,0.0,0.07601262629032135,0.0015129324374720454
10700,0.0,0.0,0.6910910141468048,0.016575810974463822,0.0,0.0,0.07602058827877045,0.0015905923908576369
10800,0.0,0.0,0.6911036497354508,0.016398899354971946,0.0,0.0,0.0760177892446518,0.0015764846839010716
10900,0.0,0.0,0.6910943531990051,0.01629785940051079,0.0,0.0,0.07600324392318726,0.0016652541421353817
11000,0.0,0.0,0.6910849583148956,0.016818794519640506,0.0,0.0,0.07602130055427551,0.0017381635075435042
11100,0.0,0.0,0.6911079013347625,0.01654511766973883,0.0,0.0,0.07600880801677704,0.0015593577944673599
11200,0.0,0.0,0.6911271208524704,0.0165253170626238,0.0,0.0,0.07601561665534973,0.0016717305546626448
11300,0.0,0.0,0.6911008816957473,0.01675897276494652,0.0,0.0,0.07600253999233246,0.0016791837569326163
11400,0.0,0.0,0.6910926753282547,0.016551120094954967,0.0,0.0,0.07601908445358277,0.001532093535643071
11500,0.0,0.0,0.6911036759614945,0.016597894537262618,0.0,0.0,0.07601137101650238,0.001653353562578559
11600,0.0,0.0,0.6911219686269761,0.016522804824635386,0.0,0.0,0.07600794970989228,0.0016172606125473977
11700,0.0,0.0,0.6911031264066696,0.016719773537479343,0.0,0.0,0.07601210236549377,0.0016147475130856037
11800,0.0,0.0,0.6911315017938614,0.01680777810048312,0.0,0.0,0.07601877450942993,0.001667255382053554
11900,0.0,0.0,0.6911041730642319,0.016679367045871914,0.0,0.0,0.07601001799106598,0.0016461585089564323
12000,0.0,0.0,0.6911113488674164,0.016595672545954586,0.0,0.0,0.07601728260517121,0.0016390950046479703
12100,0.0,0.0,0.6911103737354278,0.016593139837495982,0.0,0.0,0.07600116610527038,0.0017359729204326868
12200,0.0,0.0,0.6910974794626236,0.01650111989118159,0.0,0.0,0.07601589977741241,0.001782516478560865
12300,0.0,0.0,0.691084765791893,0.017144455458037555,0.0,0.0,0.07600936353206635,0.0016501588793471455
12400,0.0,0.0,0.6911019730567932,0.01697596211452037,0.0,0.0,0.0760145616531372,0.0016340778116136789
12500,0.0,0.0,0.691095312833786,0.016775133656337857,0.0,0.0,0.07601935088634491,0.0017573612555861473
12600,0.0,0.0,0.691080287694931,0.016781078400090337,0.0,0.0,0.07601353228092193,0.0015891610737890005
12700,0.0,0.0,0.6911312371492386,0.016704135513864456,0.0,0.0,0.0760157734155655,0.0017511994950473308
12800,0.0,0.0,0.6911175930500031,0.0168123494181782,0.0,0.0,0.07600324988365173,0.0016518390458077192
12900,0.0,0.0,0.6910932391881943,0.016497753337025644,0.0,0.0,0.07601516664028168,0.0015689485287293792
13000,0.0,0.0,0.6911000233888626,0.0166530730901286,0.0,0.0,0.07601992011070252,0.001617210265249014
13100,0.0,0.0,0.6910832184553146,0.016242800862528384,0.0,0.0,0.07601883828639984,0.0017102951277047395
13200,0.0,0.0,0.6911231535673141,0.01676144543569535,0.0,0.0,0.0760213714838028,0.001700965091586113
13300,0.0,0.0,0.6911042177677155,0.016914471155032515,0.0,0.0,0.07600959837436676,0.0016705805622041225
13400,0.0,0.0,0.6911308240890502,0.016949665560387076,0.0,0.0,0.07601651966571808,0.0016577048925682902
13500,0.0,0.0,0.6911154127120972,0.016605980843305588,0.0,0.0,0.07600731909275055,0.0017787534883245825
13600,0.0,0.0,0.6910972607135772,0.01695600917097181,0.0,0.0,0.07601390302181243,0.0015892431559041142
13700,0.0,0.0,0.6911173278093338,0.016531634610146284,0.0,0.0,0.07600873112678527,0.0015601265919394792
13800,0.0,0.0,0.6911032563447952,0.016505678601097317,0.0,0.0,0.07601148068904877,0.00177922782022506
13900,0.0,0.0,0.6911115592718124,0.016517998734489083,0.0,0.0,0.07600943386554718,0.0016065509244799613
14000,0.0,0.0,0.6911033010482788,0.016731462581083177,0.0,0.0,0.07600965023040772,0.0015946440701372921
14100,0.0,0.0,0.6910995137691498,0.01616799211828038,0.0,0.0,0.07600965082645417,0.0016296662855893374
14200,0.0,0.0,0.6910980755090713,0.016651505213230847,0.0,0.0,0.07600578486919403,0.0016713149659335614
14300,0.0,0.0,0.6910934764146804,0.016474840096198023,0.0,0.0,0.07601281523704528,0.0016504926281049848
14400,0.0,0.0,0.6911188316345215,0.016819215607829393,0.0,0.0,0.07600663423538208,0.0016434823721647263
14500,0.0,0.0,0.6911251908540725,0.016368801570497454,0.0,0.0,0.07601203203201294,0.0015789440600201487
14600,0.0,0.0,0.6910994476079941,0.01662135765887797,0.0,0.0,0.07601188898086547,0.0015288079902529717
14700,0.0,0.0,0.6911293631792068,0.016678565638139842,0.0,0.0,0.07601677775382995,0.001705342223867774
14800,0.0,0.0,0.691134296655655,0.0165137546393089,0.0,0.0,0.07600634455680848,0.0016210846463218331
14900,0.0,0.0,0.6911212980747223,0.016510854370426386,0.0,0.0,0.0760167270898819,0.001677926741540432
15000,0.0,0.0,0.6911150699853897,0.016681151723023504,0.0,0.0,0.07602587044239044,0.001809740662574768
15100,0.0,0.0,0.6911095935106277,0.016674698633141815,0.0,0.0,0.07600846886634827,0.0018196535389870406
15200,0.0,0.0,0.6911040753126144,0.016349206021986903,0.0,0.0,0.07601589381694794,0.0017710360046476125
15300,0.0,0.0,0.6911192035675049,0.016937892090063543,0.0,0.0,0.07601300477981568,0.0017177168978378178
15400,0.0,0.0,0.6911235475540161,0.01681762687396258,0.0,0.0,0.07601755499839782,0.001686034551821649
15500,0.0,0.0,0.6911253011226655,0.017018518107943238,0.0,0.0,0.07602108716964721,0.0017200432159006596
15600,0.0,0.0,0.6911109399795532,0.016850490248762073,0.0,0.0,0.07601674616336823,0.0017335553467273711
15700,0.0,0.0,0.6911106717586517,0.01657570278737694,0.0,0.0,0.07601198971271515,0.0016821313928812743
15800,0.0,0.0,0.6911118197441101,0.016525433915667236,0.0,0.0,0.07601057529449463,0.00175503873731941
15900,0.0,0.0,0.6911198508739471,0.016856265796814113,0.0,0.0,0.07602269053459168,0.0014867703756317496
16000,0.0,0.0,0.6910714632272721,0.016201597275212407,0.0,0.0,0.07600804507732391,0.0017694277362897992
16100,0.0,0.0,0.6911222910881043,0.01693229888100177,0.0,0.0,0.0760238540172577,0.0017137379059568047
16200,0.0,0.0,0.6911223137378693,0.016376085851807148,0.0,0.0,0.07601128160953521,0.0017035344475880266
16300,0.0,0.0,0.6911160892248154,0.01671035688370466,0.0,0.0,0.07602003753185273,0.0016839697491377592
16400,0.0,0.0,0.6910997003316879,0.016461972282268107,0.0,0.0,0.0760273003578186,0.0015089545026421547
16500,0.0,0.0,0.691103749871254,0.01638961710501462,0.0,0.0,0.07601706206798553,0.0016549795819446444
16600,0.0,0.0,0.6910779494047165,0.016715469246264547,0.0,0.0,0.076015625,0.0016619769856333732
16700,0.0,0.0,0.6911062318086624,0.016199110869783907,0.0,0.0,0.07601761400699615,0.0016389617137610912
16800,0.0,0.0,0.6910954141616821,0.016970124798826872,0.0,0.0,0.07601985394954681,0.0018442621780559421
16900,0.0,0.0,0.6911107373237609,0.016980457240715622,0.0,0.0,0.07601861536502838,0.0020150812715291977
17000,0.0,0.0,0.6911195194721222,0.01703838041285053,0.0,0.0,0.07601747035980225,0.0015598527668043971
17100,0.0,0.0,0.6911313754320144,0.016451843865215778,0.0,0.0,0.07601274371147156,0.001634665853343904
17200,0.0,0.0,0.6911115962266922,0.016811597396153958,0.0,0.0,0.07599976062774658,0.0015661792224273086
17300,0.0,0.0,0.6910969918966293,0.016571380170062183,0.0,0.0,0.0760116457939148,0.0017041477048769594
17400,0.0,0.0,0.6911100596189499,0.016301381583325565,0.0,0.0,0.07600971639156341,0.001703554089181125
17500,0.0,0.0,0.691118865609169,0.016853350433520972,0.0,0.0,0.07601337909698486,0.001717964936979115
17600,0.0,0.0,0.6910891628265381,0.016888977349735795,0.0,0.0,0.0760055261850357,0.0016514017060399056
17700,0.0,0.0,0.691101655960083,0.016655187653377652,0.0,0.0,0.07601935803890228,0.0017052523512393236
17800,0.0,0.0,0.6911268222332001,0.01660318883135915,0.0,0.0,0.0760193818807602,0.001587288803420961
17900,0.0,0.0,0.6911054760217666,0.016718275893945245,0.0,0.0,0.07601394712924957,0.0017023802595213056
18000,0.0,0.0,0.6910863423347473,0.017298378285486252,0.0,0.0,0.07601129412651061,0.001633831737563014
18100,0.0,0.0,0.6911184573173523,0.016840878508519383,0.0,0.0,0.07600427031517029,0.001555447052232921
18200,0.0,0.0,0.69110591173172,0.016308960022870453,0.0,0.0,0.07601215660572053,0.0017913260590285062
18300,0.0,0.0,0.691083961725235,0.0165540285827592,0.0,0.0,0.07602061152458191,0.0016669890470802785
18400,0.0,0.0,0.6911123764514923,0.01623700045980513,0.0,0.0,0.07601460993289948,0.00179460434243083
18500,0.0,0.0,0.6910984551906586,0.016551334192045034,0.0,0.0,0.0760131150484085,0.0015954681904986501
18600,0.0,0.0,0.6911079233884811,0.016654958366416395,0.0,0.0,0.07602980315685272,0.0017215648014098405
18700,0.0,0.0,0.6910996156930923,0.016762551737483592,0.0,0.0,0.07601028800010681,0.0016709752101451158
18800,0.0,0.0,0.6911074095964431,0.016962075657211244,0.0,0.0,0.07601841807365417,0.0016891701938584447
18900,0.0,0.0,0.6911196857690811,0.01674696259200573,0.0,0.0,0.07600435137748718,0.0016189699247479439
19000,0.0,0.0,0.691097475886345,0.016490601822733878,0.0,0.0,0.0760117644071579,0.0016662957798689604
19100,0.0,0.0,0.6911046373844146,0.01658766173757613,0.0,0.0,0.07602478206157684,0.0017194828996434808
19200,0.0,0.0,0.6911113661527634,0.016624133998993783,0.0,0.0,0.07600926160812378,0.0015750215388834476
19300,0.0,0.0,0.691077224612236,0.01633246161043644,0.0,0.0,0.07601253747940064,0.0015781167801469564
19400,0.0,0.0,0.6911167508363724,0.016391825173050167,0.0,0.0,0.07601276397705078,0.00170528968796134
19500,0.0,0.0,0.6911106342077256,0.016913348264060914,0.0,0.0,0.07600845158100128,0.0017647034302353858
19600,0.0,0.0,0.6910983723402023,0.016306342883035542,0.0,0.0,0.07601633727550507,0.001751405019313097
